,Incident,Location,Reported,Occurred,Comments / Nature of Fire,Disposition,UCPDI#,LON,LAT
4214,Theft,5530 S. Ellis ,6/6/13 10:35 AM,6/6/13 7:00 AM to 10:00 AM,Unknown person took secured bicycle from bike rack,Open,C00612,-87.60162840000001,41.794474
4217,Theft,6025 S. Ellis ,6/6/13 5:50 PM,6/6/13 1:30 AM to 5:30 PM,Unknown person took secured bicycle from bike rack,Open,C00615,-87.60066069999998,41.785322799999996
4220,Theft,5706 S. University ,6/8/13 1:45 PM,6/7/13 7:00 PM to 9:30 PM,Unknown person took laptop computer from desk in secured office,Open,C00618,-87.59826329999999,41.7909142
4224,Theft,5555 S. Ellis ,6/10/13 1:44 PM,6/7/13 to 6/10/13 11:00 AM to 1:44 PM,Bicycle secured to bike rack taken by unknown person,Open,C00622,-87.60085939999998,41.7934028
4225,Theft,5835 S. Kenwood ,6/10/13 2:49 PM,6/10/13 8:30 AM to 2:00 PM,Unknown person took bicycle secured to bike rack,Open,C00623,-87.59314640000001,41.7893866
4227,Theft,1212 E. 59th St. ,6/11/13 12:51 AM,6/10/13/ to 6/11/13 11:15 PM to 12:30 AM,Unattended purse left on table in first floor lounge taken by unknown person,Open,C00625,-87.5955798,41.7882112
4228,Theft from Motor Vehicle,5501 S. Cottage Grove,6/11/13 9:43 AM,6/10/13 7:00 AM to 5:00 PM,Unknown person took catalytic converter from motor vehicle parked on the street,Open,C00626,-87.60621669999998,41.794936799999995
4229,Theft,5700 S. Maryland ,6/11/13 11:01 AM,6/11/13 9:00 AM to 11:00 AM,Wallet taken from unattended coat left in unsecured room,Open,C00627,-87.60495069999997,41.79106779999999
4230,Theft,6031 S. Ellis ,6/11/13 4:40 PM,6/10/13 to 6/11/13 5:30 PM to 4:00 PM,Unknown person took secured bicycle from bike rack,Open,C00628,-87.60034870000001,41.78502539999999
4231,Theft,1212 E. 59th St. ,6/12/13 10:05 AM,4/20/13 to 5/1/13 11:00 AM to 11:00 AM,Laptop computer taken from desk in room 202,Open,C00629,-87.5955798,41.7882112
4232,Theft,5530 S. Ellis ,6/12/13 11:01 AM,6/12/13 10:20 AM to 10:55 AM,Book bag left unattended in cupboard taken by unknown person / Property has been located / No theft involved,Unfounded,C00630,-87.60162840000001,41.794474
4233,Theft,5811 S. Ellis ,6/12/13 11:29 AM,6/11/13 to 6/12/13 3:30 PM to 9:30 AM,Bicycle secured to bike rack taken by unknown person,Open,C00631,-87.600948,41.7889636
4234,Theft,5815 S. Maryland ,6/12/13 3:16 PM,6/12/13 2:45 PM to 2:55 PM,"iPhone, left unattended in public area, taken by unknown person",Open,C00632,-87.6041439,41.78917240000001
4237,Theft,5640 S. University ,6/13/13 1:23 PM,5/12/13 to 5/22/13 12:01 AM to 11:59 PM,Unknown person(s) took three pieces of art that had been on display in the main lobby,Open,C00635,-87.59822439999998,41.7925325
4241,Theft,5530 S. Ellis ,6/14/13 6:54 AM,6/13/13 to 6/14/13 3:00 PM to 6:30 AM,Unknown person took gym shoes from an unsecured locker,Open,C00639,-87.60162840000001,41.794474
4251,Theft,5514 S. University ,6/16/13 2:31 PM,6/13/13 4:00 PM to 8:00 PM,Laptop computer left unattended in 6th floor lounge was taken by unknown person,Open,C00649,-87.59833540000001,41.7946356
4256,Theft,5841 S. Maryland ,6/17/13 3:32 PM,5/22/13 to 6/13/13 11:00 AM to 2:30 PM,Envelope with cash taken from unsecured desk drawer,Open,C00654,-87.6045656,41.7883128
4264,Theft,5823 S. Kenwood ,6/19/13 1:05 PM,6/19/13 11:25 AM to 12:10 PM,Bag containing iPhone and watch taken by unknown person,Open,C00662,-87.5931488,41.789430700000004
4265,Theft,950 E. 59th St. ,6/19/13 5:09 PM,6/19/13 9:00 AM to 4:00 PM,"Wallet, iPad and iPhone taken from secured location in office",Open,C00663,-87.60279190000001,41.7878573
4270,Theft,5530 S. Ellis ,6/20/13 11:15 AM,6/13/13 to 6/20/13 7:00 AM to 7:00 AM,18-aluminum bleacher posts taken by unknown person(s),Open,C00668,-87.60162840000001,41.794474
4271,Theft,5530 S. Ellis ,6/20/13 10:46 AM,6/19/13 to 6/20/13 10:30 AM to 10:30 AM,Electric razor taken from unsecured locker,Open,C00669,-87.60162840000001,41.794474
4272,Theft,956 E. 58th St. ,6/20/13 2:22 PM,6/20/13 1:30 PM to 2:00 PM,Unattended book bag containing laptop computer and passport taken from steps of building by unknown person,Open,C00670,-87.60539449999999,41.789704799999996
4275,Theft,5807 S. Woodlawn ,6/21/13 3:30 PM,6/21/13 10:00 AM to 3:30 PM,Bicycle secured to a railing taken by unknown person / Bike relocated by Facilities not stolen,Unfounded,C00673,-87.5955699,41.7889213
4284,Theft,5730 S. Ellis ,6/25/13 4:57 PM,6/25/13 1:00 PM to 1:30 PM,Wallet taken from unattended book bag,Open,C00683,-87.60255599999998,41.790225
4288,Theft,6035 S. Kimbark ,6/26/13 4:55 PM,6/25/13 to 6/26/13 8:00 PM to 5:45 AM,Unknown person took secured bicycle from yard of apartment building,Open,C00687,-87.5942979,41.7851521
4292,Theft,1554 E. 55th St. ,6/27/13 9:43 AM,6/27/13 9:43 AM,UCPD officer arrested a male subject who had taken merchandise from the store without paying for same / Charged with felony theft,Arrest,C00691,-87.5881004,41.7955298
4294,Theft,5706 S. University ,6/27/13 2:30 PM,6/27/13 1:45 PM to 2:25 PM,Bicycle secured to bike rack taken by unknown person,Open,C00693,-87.59826329999999,41.7909142
4296,Theft,1500 E. Midway Pl.,6/27/13 7:01 PM,6/27/13 7:01 PM,UCPD officer arrested a male subject for stealing a bicycle / Charged with felony theft,Arrest,C00695,-87.9638614,42.0266213
4298,Theft,924 E. 57th St. ,6/28/13 12:54 PM,6/26/13 8:00 AM to 7:10 PM,Unknown person took a headlight and tail light from bicycle secured to the bike rack,Open,C00697,-87.6028077,41.79192099999999
4300,Theft,Harper & 57th,6/29/13 6:18 PM,6/29/13 6:18 PM,UCPD officer arrested a man for stealing a bicycle,Arrest,C00699,-87.5889455,41.79150739999999
4302,Theft,1100 E. 57th St. ,7/1/13 2:58 PM,7/1/13 1:00 PM to 1:05 PM,Victim left cell phone unattended on shelf above sink in washroom / Came back within minutes but phone had been taken by unknown person,Open,C00701,-87.6001136,41.7922076
4306,Theft,5815 S. Maryland ,7/3/13 9:44 AM,7/2/13 to 7/3/13 5:00 PM to 9:00 AM,Laptop computer taken from secured office,Open,C00706,-87.6041439,41.78917240000001
4307,Theft,915 E. 60th St. ,7/3/13 2:23 PM,7/3/13 9:45 AM to 2:20 PM,Unknown person took secured bicycle from bike rack,Open,C00707,-87.603927,41.785450299999994
4308,Theft,5839 S. Maryland ,7/3/13 2:42 PM,7/2/13 2:55 PM to 3:50 PM,Unattended cell phone taken from unsecured office,Open,C00708,-87.6049245,41.7887309
4311,Theft,5815 S. Maryland ,7/4/13 4:23 PM,6/27/13 to 7/4/13 3:00 AM to 4:10 PM,Shirt taken from closet in patient's room,Open,C00711,-87.6041439,41.78917240000001
4317,Theft,929 E. 57th St. ,7/5/13 1:24 PM,7/5/13 10:30 AM to 1:00 PM,Wallet taken from unattended bag in office / Subsequent unauthorized use of credit card reported,Open,C00717,-87.60270899999998,41.7908878
4319,Theft,901 E. 58th St. ,7/6/13 10:42 AM,7/6/13 9:00 AM to 10:20 AM,Unattended stethoscope taken from nurses station / Property taken by mistake and returned to owner / Unfounded,Unfounded,C00719,-87.6049245,41.78949770000001
4323,Theft from Motor Vehicle,1000 E. Midway Pl.,7/8/13 6:58 PM,7/8/13 5:30 AM to 7:00 PM,Unknown person took battery from a car parked on the public way,Open,C00723,-88.05020209999998,41.8825698
4330,Theft,5220 S. Kenwood ,7/10/13 9:56 AM,7/9/13 to 7/10/13 9:00 PM to 9:30 AM,Unknown person took secured bicycle left in front of apartment building off campus,Open,C00730,-87.59348,41.8003036
4331,Theft,1554 E. 55th St. ,7/10/13 11:21 AM,7/10/13 11:15 AM,UCPD officer arrested a male subject for taking merchandise from store without paying,Arrest,C00731,-87.5881004,41.7955298
4343,Theft from Motor Vehicle,915 E. 60th St.,7/15/13 3:06 PM,7/15/13 7:00 AM to 3:00 PM,Unknown person took battery from a vehicle parked on the street,Open,C00743,-87.603927,41.785450299999994
4347,Theft from Motor Vehicle,1150 E. Midway Pl.,7/17/13 3:46 PM,7/17/13 7:00 AM to 3:45 PM,Unknown person took catalytic converter from a Chevrolet Cavalier parked on the street,Open,C00747,-88.05020209999998,41.8825698
4351,Theft,900 E. 57th St. ,7/18/13 2:21 PM,7/17/13 1:30 PM to 5:00 PM,Unknown person took secured bicycle from bike rack,Open,C00751,-87.6034081,41.791646899999996
4359,Theft,5700 S. Maryland ,7/19/13 8:59 PM,7/19/13 8:00 PM to 8:15 PM,Visitor's purse left unattended in patient's room taken by an unknown person,Open,C00759,-87.60495069999997,41.79106779999999
4361,Theft,1100 E. 57th St. ,7/20/13 3:55 PM,7/20/13 12:00 PM to 1:30 PM,Victim fell asleep at table on 3rd floor / Unknown person took iPhone and $40 from wallet,Open,C00761,-87.6001136,41.7922076
4362,Theft,1100 E. 57th St. ,7/21/13 1:35 PM,7/21/13 1:15 PM to 1:20 PM,Unknown person took unattended iPhone on 2nd floor,Open,C00762,-87.6001136,41.7922076
4368,Theft from Motor Vehicle,5506 S. Greenwood,7/22/13 9:14 AM,7/19/13 7:30 AM to 4:30 PM,Unknown person(s) took battery from a Chevrolet Malibu parked on the street,Open,C00768,-87.59978740000001,41.7948878
4369,Theft,5550 S. University ,7/22/13 5:04 PM,7/22/13 4:15 PM to 5:00 PM,Unknown person took bicycle that was secured to bike rack,Open,C00769,-87.598936,41.793561100000005
4371,Theft,5758 S. Maryland ,7/23/13 9:12 AM,7/22/13 1:10 PM to 2:00 PM,"While dining in the cafeteria, victim placed her purse on the rear of her chair / Unknown person removed wallet from purse / Subsequent unauthorized use of credit cards reported",Open,C00771,-87.60554789999998,41.7901233
4382,Theft,5700 S. Maryland ,7/25/13 6:19 PM,7/25/13 5:30 PM to 5:35 PM,"Unknown person took unattended cell phone, credit card, $20 cash and keys from office",Open,C00782,-87.60495069999997,41.79106779999999
4383,Theft,5840 S. Kenwood ,7/25/13 7:15 PM,7/25/13 12:30 PM to 7:00 PM,Unknown person took secured bicycle from bike rack,Open,C00783,-87.59318329999998,41.7893743
4389,Theft,5841 S. Maryland ,7/29/13 2:05 PM,7/12/13 to 7/29/13 5:25 PM to 2:30 PM,Prescription pads taken by unknown person(s),Open,C00791,-87.6045656,41.7883128
4394,Theft,5700 S. Maryland ,7/31/13 3:28 AM,7/30/13 10:45 AM to 11:45 AM,Unattended iPod taken from patient's room,Open,C00798,-87.60495069999997,41.79106779999999
4402,Theft,5530 S. Ellis ,8/2/13 10:59 AM,8/2/13 10:50 AM to 10:55 AM,iPhone taken from unsecured gym locker,Open,C00806,-87.60162840000001,41.794474
4404,Theft from Person,60th between Greenwood & University,8/2/13 12:43 PM,8/2/13 12:35 PM,Unknown male snatched cell phone from the hand of a victim walking on the sidewalk and fled on foot to a waiting car,Open,C00808,-87.61385773118056,41.83202790035631
4406,Theft,5550 S. Greenwood ,8/2/13 4:59 PM,8/2/13 10:00 AM to 3:50 PM,Piece of art taken from display,Open,C00810,-87.60019799999998,41.79357150000001
4408,Theft,1100 E. 57th St. ,8/3/13 12:53 PM,8/3/13 9:30 AM to 12:40 PM,Secured bicycle taken from bike rack,Open,C00812,-87.6001136,41.7922076
4410,Theft,6054 S. Drexel ,8/5/13 10:43 AM,8/2/13 to 8/5/13 4:45 PM to 7:45 AM,A pair of shoes left unattended underneath a desk were taken by an unknown person / Shoes located / Unfounded,Unfounded,C00814,-87.604867,41.78464
4414,Theft,5530 S. Ellis ,8/6/13 3:54 PM,8/5/13 to 8/6/13 4:00 PM to 3:50 PM,iPad left unattended in cubicle taken by unknown person,Open,C00818,-87.60162840000001,41.794474
4419,Theft,1118 E. 58th St. ,8/7/13 3:44 PM,8/2/13 to 8/7/13 3:00 PM to 3:00 PM,Unknown person(s) took 5 HP toner cartridges from secured room / No forced entry,Open,C00823,-87.6012587,41.789548100000005
4423,Theft,5811 S. Ellis ,8/9/13 1:19 PM,8/9/13 9:00 AM to 12:30 PM,Unknown person took secured bicycle from bike rack,Open,C00827,-87.600948,41.7889636
4424,Theft,915 E. 60th St. ,8/9/13 4:07 PM,8/9/13 2:50 PM to 4:20 PM,Male used stolen ID card to trespass and enter restricted access rooms / Refusal to prosecute,Ex. Cleared / Closed,C00828,-87.603927,41.785450299999994
4425,Theft from Person,Blackstone between 57th & 58th,8/9/13 6:36 PM,8/9/13 6:36 PM,Unknown male snatched iPhone from the hand of a man standing on the sidewalk off campus and fled / UCPD officers located and arrested suspect / iPhone recovered and returned to owner,Arrest,C00829,-87.59023039961424,41.79056575000308
4427,Theft,5700 S. Maryland ,8/10/13 8:18 PM,8/10/13 7:30 PM to 8:00 PM,Unattended wallet taken from wheelchair,Open,C00831,-87.60495069999997,41.79106779999999
4429,Theft,1212 E. 59th St. ,8/12/13 9:11 AM,8/9/13 to 8/12/13 4:00 PM to 8:20 AM,Unknown person took laptop computer from secured 2nd floor office / No sign of forced entry,Open,C00833,-87.5955798,41.7882112
4432,Theft,924 E. 57th St. ,8/12/13 4:57 PM,8/12/13 8:50 AM to 4:45 PM,Bicycle was secured to bike rack by locking the front wheel / Unknown person took bike leaving the front wheel secured to the rack,Open,C00836,-87.6028077,41.79192099999999
4441,Theft,1100 E. 58th St. ,8/15/13 1:47 PM,8/14/13 to 8/15/13 3:00 PM to 12:30 PM,Unknown person took a laptop computer from a cubicle in a secured office,Open,C00846,-87.59917689999997,41.7901848
4443,Theft,5815 S. Maryland ,8/15/13 3:08 PM,8/15/13 1:00 PM to 2:00 PM,Unattended cell phone taken from cart located next to a nurses' station / Suspect identified thru investigation / Phone returned / Victim declined prosecution,Ex. Cleared,C00848,-87.6041439,41.78917240000001
4445,Theft,915 E. 60th St. ,8/15/13 5:05 PM,8/15/13 3:45 PM to 4:15 PM,Unknown person took unattended bag containing a laptop computer and papers from unsecured room on 5th floor / Complainant later located property / No crime,Unfounded,C00850,-87.603927,41.785450299999994
4446,Theft from Motor Vehicle,5901 S. Cottage Grove,8/15/13 8:48 PM,8/15/13 10:30 AM to 8:30 PM,Unknown person took the battery from a Chevy Malibu parked on the street,Open,C00851,-87.6060796,41.7876383
4455,Theft,5530 S. Ellis ,8/17/13 12:41 PM,8/17/2013  11:00 AM to 12:15 PM,Wallet taken from bag left unattended in unsecure bin,Open,C00860,-87.60162840000001,41.794474
4456,Theft,5630 S. University ,8/17/13 3:48 PM,8/8/13 to 8/14/13 7:00 AM to 3:00 PM,Unknown person took bicycle from bike rack by separating the bicycle frame from the secured front wheel,Open,C00861,-87.59843049999998,41.7927938
4460,Theft,1155 E. 58th St. ,8/18/13 2:04 PM,8/18/13 2:00 PM,Unknown male subject took rug from museum store without paying,Open,C00866,-87.59749120000001,41.7892027
4469,Theft,5700 S. Maryland ,8/22/13 7:38 PM,8/20/13 to 8/21/13 10:00 PM to 3:00 PM,Unattended ring taken from patient's room / Investigation revealed the missing ring was found in the laundry and returned to the owner / No crime was committed,Unfounded,C00876,-87.60495069999997,41.79106779999999
4470,Theft,901 E. 58th St. ,8/22/13 9:06 PM,8/22/13  9:00 PM to 9:05 PM,Unattended cell phone taken from chair in ER waiting room,Open,C00877,-87.6049245,41.78949770000001
4471,Theft,5757 S. University ,8/23/13 11:59 AM,8/23/13 9:15 AM to 11:55 AM,"Credit/Debit cards, ID, and cash taken from two wallets left unattended in unsecured room / Subsequent unauthorized use of credit cards reported",Open,C00878,-87.59733829999998,41.7899222
4475,Theft,901 E. 58th St. ,8/24/13 11:21 AM,8/24/13 8:00 AM to 11:15 AM,Unknown person took $25 cash from unattended wallet left in patient's clothing,Open,C00883,-87.6049245,41.78949770000001
4476,Theft,5530 S. Ellis ,8/24/13 1:34 PM,8/17/13 1:00 PM to 3:00 PM,Unattended wallet taken from pants left in room 206,Open,C00884,-87.60162840000001,41.794474
4479,Theft from Motor Vehicle,5445 S. Ingleside ,8/26/13 7:29 AM,8/25/13 to 8/26/13 1:00 PM to 7:25 AM,Unknown person took 4 hub caps from UC owned van,Open,C00888,-87.60229249999998,41.7967734
4485,Theft,1554 E. 55th St. ,8/29/13 2:34 AM,8/29/13 2:30 AM,UCPD officers arrested a male subject for removing merchandise from the store without paying,Arrest,C00894,-87.5881004,41.7955298
4486,Theft,6050 S. Kenwood ,8/29/13 2:41 PM,8/29/13 8:00 AM to 1:00 PM,Bicycle secured to bike rack taken by unknown person,Open,C00895,-87.5935825,41.7846504
4493,Theft,1100 E. 57th St. ,8/31/13 9:51 AM,8/31/13 9:45 AM to 9:50 AM,"Unattended purse, iPhone, and laptop computer taken from backpack by unknown person",Open,C00902,-87.6001136,41.7922076
4502,Theft,5815 S. Maryland ,9/2/13 9:46 PM,9/2/13 9:05 PM to 9:45 PM,iPhone left unattended at nurse's station taken by unknown person / Suspect identified by UCPD investigation / Cleared by arrest on 9/17/13,Arrest,C00913,-87.6041439,41.78917240000001
4504,Theft,924 E. 57th St. ,9/3/13 4:38 PM,9/3/13 1:00 PM to 4:15 PM,Secured bicycle taken from bike rack,Open,C00915,-87.6028077,41.79192099999999
4505,Theft,929 E. 57th St. ,9/3/13 6:03 PM,9/3/13 9:00 AM to 5:00 PM,Secured bicycle taken from bike rack,Open,C00916,-87.60270899999998,41.7908878
4508,Theft,5530 S. Ellis ,9/5/13 1:36 PM,9/3/13 7:30 AM to 4:30 PM,Unknown person took lights and reflectors from bicycle secured to bike rack,Open,C00920,-87.60162840000001,41.794474
4509,Theft,1119 E. 46th St.,9/5/13 3:23 PM,9/5/13 3:23 PM,Male subject took cell phone from a man walking on the sidewalk / Arrested by UCPD officers,Arrest,C00921,-87.59842119999998,41.810979100000004
4510,Theft,929 E. 57th St. ,9/5/13 6:27 PM,9/5/13 10:00 AM to 12:00 PM,Unknown person took bicycle that had been secured to bike rack,Open,C00922,-87.60270899999998,41.7908878
4516,Theft,5807 S. Woodlawn ,9/7/13 10:13 AM,9/4/13 to 9/7/13 12:00 PM to 10:00 AM,Unknown person took lights from bicycle secured to bike rack,Open,C00928,-87.5955699,41.7889213
4521,Theft,1100 E. 57th St. ,9/9/13 11:13 AM,9/9/13 11:05 AM to 11:10 AM,Unknown person took unattended laptop computer that was secured by cable to armrest of chair in 2nd floor cubicle,Open,C00933,-87.6001136,41.7922076
4525,Theft,5815 S. Maryland ,9/10/13 7:57 PM,9/3/13 to 9/10/13 11:00 PM to 8:00 PM,Patient's credit card and state of Illinois ID card taken from purse,Open,C00938,-87.6041439,41.78917240000001
4527,Theft,6054 S. Drexel,9/11/13 12:56 PM,9/2/13 to 9/7/13 4:30 PM to 3:05 PM,Wheel cap taken from University owned vehicle,Open,C00940,-87.604867,41.78464
4530,Theft,5840 S. Kenwood ,9/12/13 7:10 AM,9/10/13 7:50 AM to 6:00 PM,Secured bicycle taken from bike rack,Open,C00943,-87.59318329999998,41.7893743
4532,Theft,1025 E. 58th St. ,9/12/13 3:27 PM,9/10/13 11:00 AM to 6:00 PM,Unknown person took secured bicycle from bike rack,Open,C00945,-87.60015200000001,41.789113
4535,Theft,5625 S. University ,9/12/13 7:55 PM,9/12/13 7:05 PM to 7:20 PM,"Unknown person took unattended, unsecured hand cart while individual was moving property",Open,C00948,-87.597635,41.792431
4536,Theft,5835 S. Kenwood ,9/13/13 9:28 AM,9/12/13 to 9/13/13 7:30 AM to 7:30 AM,Unknown person took secured bicycle from bike rack,Open,C00949,-87.59314640000001,41.7893866
4539,Theft,5530 S. Ellis ,9/13/13 11:09 AM,9/12/13 to 9/13/13 12:00 PM to 8:00 AM,Unsecured shoes taken from locker room by unknown person,Open,C00952,-87.60162840000001,41.794474
4540,Theft,5735 S. Ellis ,9/13/13 3:20 PM,9/13/13 2:30 PM to 2:40 PM,Unknown person took unattended iPhone and laptop computer from unsecured office,Open,C00953,-87.6008906,41.7905991
4543,Theft,5530 S. Ellis ,9/14/13 2:22 PM,9/14/13 12:30 PM to 1:45 PM,Clothing taken from unsecured locker / Property located and returned to owner,Unfounded,C00956,-87.60162840000001,41.794474
4547,Theft,5530 S. Ellis ,9/16/13 1:22 PM,9/14/13 1:30 PM to 2:30 PM,Unattended cell phone taken from unsecured bin,Open,C00960,-87.60162840000001,41.794474
